Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Compared to National,Denominator,Score,Start Date,End Date,EDAC_30_AMI Denominator,EDAC_30_AMI Score,EDAC_30_HF Denominator,EDAC_30_HF Score,EDAC_30_PN Denominator,EDAC_30_PN Score,OP_32 Denominator,OP_32 Score,OP_35_ADM Denominator,OP_35_ADM Score,OP_35_ED Denominator,OP_35_ED Score,OP_36 Denominator,OP_36 Score,READM_30_AMI Denominator,READM_30_AMI Score,READM_30_CABG Denominator,READM_30_CABG Score,READM_30_COPD Denominator,READM_30_COPD Score,READM_30_HF Denominator,READM_30_HF Score,READM_30_HIP_KNEE Denominator,READM_30_HIP_KNEE Score,READM_30_HOSP_WIDE Denominator,READM_30_HOSP_WIDE Score,READM_30_PN Denominator,READM_30_PN Score
50006F,NH Bremerton,1 Boone Road,Bremerton,WA,98312,Kitsap,(360) 475-4232,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500072,OLYMPIC MEDICAL CENTER,939 CAROLINE ST,PORT ANGELES,WA,98362,Clallam,(360) 417-7000,0,39,6.3,7/1/17,12/1/19,39,6.3,319,-30.1,426,-3.9,2850,14.5,368,10.1,368,7.3,820,0.8,39,16.2,0,0,109,19.4,319,19.1,270,3.3,723,14.6,426,15.9
500077,PROVIDENCE HOLY FAMILY HOSPITAL,5633 NORTH LIDGERWOOD,SPOKANE,WA,99208,Spokane,(509) 482-2450,0,31,4.1,7/1/17,12/1/19,31,4.1,261,-5.6,437,3.6,1138,18,38,11.9,38,5.3,628,1.3,31,15.6,0,0,184,18.1,261,20.2,350,4.2,759,14.3,437,16.7
500079,MULTICARE GOOD SAMARITAN HOSPITAL,401 15TH AVENUE SE,PUYALLUP,WA,98372,King,(253) 697-2102,0,212,18.2,7/1/17,12/1/19,212,18.2,966,27.4,912,-7.6,182,16.9,0,0,0,0,488,1.1,212,15.8,0,0,364,19.3,966,23.2,303,4.4,1914,16.3,912,15.3
500084,EVERGREENHEALTH MONROE,14701 179TH AVE SE,MONROE,WA,98272,Snohomish,(360) 794-7497,1,0,0,7/1/17,12/1/19,0,0,44,21.3,49,-25.9,193,15.4,0,0,0,0,44,0.9,0,0,0,0,0,0,44,21.6,46,3.9,89,15.2,49,16.9
500088,VALLEY MEDICAL CENTER,400 S 43RD ST,RENTON,WA,98055,King,(425) 228-3450,0,198,-5.1,7/1/17,12/1/19,198,-5.1,644,-8.3,509,11.9,1967,15,239,14.6,239,5.6,775,0.8,198,16.9,0,0,267,18.5,644,19.8,806,2.9,1342,14.8,509,16.7
500108,ST JOSEPH MEDICAL CENTER,1717 SOUTH J STREET,TACOMA,WA,98405,Pierce,(253) 627-4101,0,262,-24,7/1/17,12/1/19,262,-24,394,39.9,287,44.9,290,16.9,53,15.4,53,5.3,760,1.2,262,13.9,151,13.2,120,20.3,394,22.1,169,3.9,1387,15.3,287,16.3
500119,MULTICARE VALLEY HOSPITAL,12606 EAST MISSION AVENUE,SPOKANE,WA,99216,Spokane,(509) 924-6650,1,0,0,7/1/17,12/1/19,0,0,207,26.8,319,-1.6,739,15.1,0,0,0,0,454,1,0,0,0,0,170,20.9,207,22.6,359,4.4,624,14.6,319,16.1
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,Spokane,(509) 434-7000,1,0,0,7/1/17,12/1/19,0,0,91,-47.4,134,-26,0,0,0,0,0,0,0,0,0,0,0,0,136,19.1,91,19.7,0,0,183,15.4,134,15.8
500124,EVERGREENHEALTH MEDICAL CENTER,12040 NE 128TH STREET,KIRKLAND,WA,98034,King,(425) 899-1000,0,147,-25.1,7/1/17,12/1/19,147,-25.1,522,-8.5,610,-3,584,18,43,11.3,43,5.6,853,0.9,147,14.1,0,0,170,19.8,522,19.1,495,3.5,1316,13.5,610,15.5
500129,TACOMA GENERAL ALLENMORE HOSPITAL,315 S MLK JR WAY,TACOMA,WA,98405,Pierce,(253) 403-1000,0,245,16.8,7/1/17,12/1/19,245,16.8,684,16.3,572,18.9,540,17,571,9.4,571,4.4,946,0.7,245,17,133,11.1,258,18.6,684,22.1,288,3.8,1739,15.1,572,16.9
500139,CAPITAL MEDICAL CENTER,3900 CAPITAL MALL DR SW,OLYMPIA,WA,98502,Thurston,(360) 754-5858,0,86,-10.3,7/1/17,12/1/19,86,-10.3,168,31.9,125,55.4,53,16.3,0,0,0,0,314,1.1,86,15.6,0,0,85,19.7,168,23.2,427,4.7,634,14.8,125,16.8
500141,ST FRANCIS COMMUNITY HOSPITAL,34515 9TH AVENUE SOUTH,FEDERAL WAY,WA,98003,King,(253) 944-8100,0,70,-25,7/1/17,12/1/19,70,-25,327,3.7,268,1.5,4945,14.3,0,0,0,0,281,1.3,70,15.6,0,0,101,18.6,327,21.2,66,3.7,568,15,268,16.3
500148,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS,820 NORTH CHELAN AVENUE,WENATCHEE,WA,98801,Chelan,(509) 663-8711,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,3251,14.4,117,11.3,117,6.1,1042,0.9,0,0,0,0,0,0,0,0,214,3.6,42,15.2,0,0
50014F,NH Oak Harbor,3475 North Saratoga Street,Oak Harbor,WA,98277,Island,(360) 257-9500,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500150,LEGACY SALMON CREEK MEDICAL CENTER,2211 NE 139TH STREET,VANCOUVER,WA,98686,Clark,(360) 487-1000,0,35,-1.4,7/1/17,12/1/19,35,-1.4,288,2.5,276,1.7,347,16.6,152,10.5,152,6.1,360,0.8,35,15,0,0,227,18.8,288,20.3,439,3.1,750,14.7,276,15
500151,ST ANTHONY HOSPITAL,11567 CANTERWOOD BOULEVARD NW,GIG HARBOR,WA,98332,Pierce,(253) 530-2050,0,34,21.2,7/1/17,12/1/19,34,21.2,288,-9.2,317,7.4,0,0,27,11.7,27,6.1,555,1,34,15.5,0,0,110,20.3,288,20.5,389,3,705,14.7,317,15.7
500152,SWEDISH ISSAQUAH,751 NE BLAKELY DR,ISSAQUAH,WA,98029,King,(425) 313-4000,0,74,-5.1,7/1/17,12/1/19,74,-5.1,229,-9.9,216,7.8,1427,18.2,0,0,0,0,390,1,74,16.1,0,0,58,18.8,229,21.7,206,5.1,610,15.4,216,17
500154,MULTICARE COVINGTON MEDICAL CENTER,17700 SE 272ND ST,COVINGTON,WA,98042,King,(253) 372-7400,1,0,0,7/1/17,12/1/19,0,0,42,-40.3,49,10,125,16.1,0,0,0,0,56,0.9,0,0,0,0,0,0,42,20.7,0,0,96,14.6,49,16.3
50030F,SEATTLE VA MEDICAL CENTER (VA PUGET SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,King,(206) 764-2299,0,66,18.5,7/1/17,12/1/19,66,18.5,387,30.8,233,10.2,0,0,0,0,0,0,0,0,66,16.6,0,0,208,21.3,387,22.7,132,4.8,1030,15.4,233,17.8
501301,GARFIELD COUNTY PUBLIC HOSPITAL DISTRICT #1,66 NORTH SIXTH STREET,POMEROY,WA,99347,Garfield,(509) 843-1591,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501302,DAYTON GENERAL HOSPITAL,1012 SOUTH 3RD STREET,DAYTON,WA,99328,Columbia,(509) 382-2531,1,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501303,WILLAPA HARBOR HOSPITAL,800 ALDER STREET,SOUTH BEND,WA,98586,Pacific,(360) 875-5526,1,0,0,7/1/17,12/1/19,0,0,0,0,52,-31.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,14.9,52,16.1
501304,SUMMIT PACIFIC MEDICAL CENTER-SWING BED UNIT,600 EAST MAIN STREET,ELMA,WA,98541,Grays Harbor,(360) 346-2222,1,0,0,7/1/17,12/1/19,0,0,42,-1.6,40,3.5,0,0,0,0,0,0,0,0,0,0,0,0,29,18.9,42,22,0,0,71,15.4,40,16.9
501305,LINCOLN HOSPITAL,10 NICHOLS STREET,DAVENPORT,WA,99122,Lincoln,(509) 725-7101,1,0,0,7/1/17,12/1/19,0,0,42,16.8,69,-18.1,0,0,0,0,0,0,0,0,0,0,0,0,37,20.5,42,21.4,0,0,74,15.9,69,16.2
501307,ODESSA MEMORIAL HEALTHCARE CENTER,502 E AMENDE DRIVE,ODESSA,WA,99159,Lincoln,(509) 982-2611,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501308,COULEE MEDICAL CENTER,411 FORTUYN ROAD,GRAND COULEE,WA,99133,Grant,(509) 633-1753,1,0,0,7/1/17,12/1/19,0,0,0,0,38,-7.1,0,0,0,0,0,0,0,0,0,0,0,0,26,19.9,0,0,0,0,69,15.6,38,16.4
501309,PROVIDENCE ST JOSEPH HOSPITAL,500 EAST WEBSTER,CHEWELAH,WA,99109,Stevens,(509) 935-8211,0,0,0,7/1/17,12/1/19,0,0,0,0,57,-25.7,48,16.1,0,0,0,0,0,0,0,0,0,0,54,18.1,0,0,0,0,41,15.1,57,16.1
501310,NEWPORT COMMUNITY HOSPITAL,714 WEST PINE STREET,NEWPORT,WA,99156,Pend Oreille,(509) 447-2441,0,0,0,7/1/17,12/1/19,0,0,0,0,69,-49.2,0,0,0,0,0,0,0,0,0,0,0,0,41,20,0,0,0,0,57,15.5,69,15
501311,EAST ADAMS RURAL HOSPITAL,903 SOUTH ADAMS,RITZVILLE,WA,99169,Adams,(509) 659-1200,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501312,PROSSER MEMORIAL HOSPITAL,723 MEMORIAL STREET,PROSSER,WA,99350,Benton,(509) 786-2222,1,0,0,7/1/17,12/1/19,0,0,26,33.3,59,-21.4,0,0,0,0,0,0,0,0,0,0,0,0,35,19.5,26,22.1,27,3.8,79,15,59,15.9
501313,CASCADE MEDICAL CENTER,817 COMMERCIAL STREET,LEAVENWORTH,WA,98826,Chelan,(509) 548-5815,1,0,0,7/1/17,12/1/19,0,0,0,0,26,-19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16.4
501314,OCEAN BEACH HOSPITAL,174 FIRST AVENUE NORTH,ILWACO,WA,98624,Pacific,(360) 642-3181,1,0,0,7/1/17,12/1/19,0,0,33,-0.7,55,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,22.8,0,0,54,15.8,55,16.6
501315,SKYLINE HOSPITAL,211 SKYLINE DRIVE,WHITE SALMON,WA,98672,Klickitat,(509) 491-1101,1,0,0,7/1/17,12/1/19,0,0,0,0,0,0,223,17.2,0,0,0,0,0,0,0,0,0,0,33,18.9,0,0,0,0,31,15.3,0,0
501316,KLICKITAT VALLEY HOSPITAL,310 SOUTH ROOSEVELT ST,GOLDENDALE,WA,98620,Klickitat,(509) 773-4022,0,0,0,7/1/17,12/1/19,0,0,0,0,40,-27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15.3,40,16.9
501317,COLUMBIA BASIN HOSPITAL,200 NAT WASHINGTON WAY,EPHRATA,WA,98823,Grant,(509) 754-4631,1,0,0,7/1/17,12/1/19,0,0,0,0,31,29.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15.4,31,16.7
501318,OTHELLO COMMUNITY HOSPITAL,315 NORTH 14TH AVENUE,OTHELLO,WA,99344,Adams,(509) 488-2636,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501319,ARBOR HEALTH MORTON HOSPITAL,521 ADAMS STREET,MORTON,WA,98356,Lewis,(360) 496-5112,1,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501320,QUINCY VALLEY MEDICAL CENTER,908 10TH AVENUE SOUTHWEST,QUINCY,WA,98848,Grant,(509) 787-3531,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501321,NORTH VALLEY HOSPITAL,203 SOUTH WESTERN,TONASKET,WA,98855,Okanogan,(509) 486-2151,1,0,0,7/1/17,12/1/19,0,0,0,0,30,-33.5,0,0,0,0,0,0,0,0,0,0,0,0,36,20,0,0,0,0,29,15.2,30,16.2
501322,FERRY COUNTY MEMORIAL HOSPITAL,36 KLONDIKE ROAD,REPUBLIC,WA,99166,Ferry,(509) 775-3333,1,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501323,JEFFERSON HEALTHCARE,834 SHERIDAN STREET,PORT TOWNSEND,WA,98368,Jefferson,(360) 385-2200,1,0,0,7/1/17,12/1/19,0,0,88,-17.2,117,-35.5,0,0,133,13.4,133,6.4,0,0,0,0,0,0,64,18.1,88,21.2,210,4.3,307,15.2,117,15.2
501324,THREE RIVERS HOSPITAL,507 HOSPITAL WAY,BREWSTER,WA,98812,Okanogan,(509) 689-2517,1,0,0,7/1/17,12/1/19,0,0,0,0,29,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,15.6,29,16.4
501325,FORKS COMMUNITY HOSPITAL,530 BOGACHIEL WAY,FORKS,WA,98331,Clallam,(360) 374-6271,1,0,0,7/1/17,12/1/19,0,0,0,0,31,5.3,49,17.2,0,0,0,0,0,0,0,0,0,0,46,19.1,0,0,0,0,39,15.4,31,16.5
501326,PROVIDENCE MOUNT CARMEL HOSPITAL,982 EAST COLUMBIA,COLVILLE,WA,99114,Stevens,(509) 684-2561,1,0,0,7/1/17,12/1/19,0,0,72,-40.7,97,-15.7,58,16.6,0,0,0,0,174,1.1,0,0,0,0,71,19.7,72,20.5,0,0,155,15.4,97,14.9
501327,WHITMAN HOSPITAL AND MEDICAL CENTER,1200 WEST FAIRVIEW,COLFAX,WA,99111,Whitman,(509) 397-3435,1,0,0,7/1/17,12/1/19,0,0,31,-15.5,38,-0.8,297,15.7,0,0,0,0,34,0.9,0,0,0,0,65,19.3,31,21.8,32,4.1,85,15.5,38,16.5
501328,MID VALLEY HOSPITAL,810 JASMINE STREET,OMAK,WA,98841,Okanogan,(509) 826-1760,1,0,0,7/1/17,12/1/19,0,0,0,0,53,-37.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.7,67,15.5,53,16.5
501329,PEACEHEALTH UNITED GENERAL MEDICAL CENTER,2000 HOSPITAL DRIVE,SEDRO WOOLLEY,WA,98284,Skagit,(360) 856-6021,1,0,0,7/1/17,12/1/19,0,0,34,-11.6,65,-20.9,159,16.3,38,11.4,38,7.2,60,0.9,0,0,0,0,47,19.5,34,21.4,0,0,59,15.1,65,16.2
501330,ASTRIA SUNNYSIDE HOSPITAL,1016 TACOMA AVENUE,SUNNYSIDE,WA,98944,Yakima,(509) 837-1500,1,0,0,7/1/17,12/1/19,0,0,71,-22,74,4,40,16.5,26,13.3,26,6.2,200,0.8,0,0,0,0,41,19.9,71,21.5,0,0,159,15.4,74,16.1
501331,PULLMAN REGIONAL HOSPITAL,835 S BISHOP BLVD,PULLMAN,WA,99163,Whitman,(509) 332-2541,1,0,0,7/1/17,12/1/19,0,0,45,-14,63,-25.3,349,16.8,0,0,0,0,152,1.2,0,0,0,0,26,19.4,45,22.7,254,4.5,173,15.7,63,16.1
501332,TRI-STATE MEMORIAL HOSPITAL,1221 HIGHLAND AVENUE,CLARKSTON,WA,99403,Asotin,(509) 758-5511,1,0,0,7/1/17,12/1/19,0,0,67,-28.4,92,-29.3,681,20.9,36,11.7,36,6.3,55,1.2,0,0,0,0,60,18.8,67,21,290,3.8,273,15.3,92,16
501333,KITTITAS VALLEY COMMUNITY HOSPITAL,603 SOUTH CHESTNUT,ELLENSBURG,WA,98926,Kittitas,(509) 962-9841,1,0,0,7/1/17,12/1/19,0,0,0,0,68,-26.1,847,14,0,0,0,0,92,1,0,0,0,0,25,19.7,0,0,64,4,78,15.2,68,16.1
501334,LAKE CHELAN COMMUNITY HOSPITAL,503 EAST HIGHLAND,CHELAN,WA,98816,Chelan,(509) 682-3300,1,0,0,7/1/17,12/1/19,0,0,0,0,26,-24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,15.3,26,16.6
501335,ST ELIZABETH HOSPITAL,1450 BATTERSBY AVENUE,ENUMCLAW,WA,98022,King,(360) 825-2505,1,0,0,7/1/17,12/1/19,0,0,79,-14.1,84,2.6,900,16.7,0,0,0,0,88,1.1,0,0,0,0,35,19.6,79,20.8,59,4.4,147,14.9,84,16.3
501336,MASON GENERAL HOSPITAL & FAMILY OF CLINICS,901 MT VIEW DRIVE,SHELTON,WA,98584,Mason,(360) 426-1611,1,0,0,7/1/17,12/1/19,0,0,71,36.1,108,-18.5,0,0,0,0,0,0,0,0,0,0,0,0,105,19.4,71,22.2,29,4.1,210,15.2,108,15.9
501337,LOURDES MEDICAL CENTER,520 N FOURTH AVENUE,PASCO,WA,99301,Franklin,(509) 546-2278,1,0,0,7/1/17,12/1/19,0,0,70,0.7,112,-39,115,15.9,27,11.9,27,6,239,0.9,0,0,0,0,85,19,70,22.9,635,3.6,389,14.6,112,15.9
501338,SNOQUALMIE VALLEY HOSPITAL,9801 FRONTIER AVE SE,SNOQUALMIE,WA,98065,King,(425) 831-2300,1,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501339,WHIDBEYHEALTH MEDICAL CENTER,101 NORTH MAIN STREET,COUPEVILLE,WA,98239,Island,(360) 678-5151,1,0,0,7/1/17,12/1/19,0,0,97,-14.4,170,-19.3,598,16.1,68,11.6,68,7.7,69,0.9,0,0,0,0,62,20.4,97,20.8,26,4.6,190,15,170,15.7
501340,PEACEHEALTH PEACE ISLAND MEDICAL CENTER,1117 SPRING STREET,FRIDAY HARBOR,WA,98250,San Juan,(360) 378-2141,1,0,0,7/1/17,12/1/19,0,0,0,0,0,0,255,16,26,11.7,26,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503300,SEATTLE CHILDREN'S HOSPITAL,"4800 SAND POINT WAY NE, PO BOX C-5371",SEATTLE,WA,98105,King,(206) 987-2000,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503301,MARY BRIDGE CHILDREN'S HOSPITAL,317 MARTIN LUTHER KING JR W BOX 5299,TACOMA,WA,98415,Pierce,(253) 403-1400,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503302,SHRINERS HOSPITAL FOR CHILDREN,911 WEST 5TH AVENUE,SPOKANE,WA,99204,Spokane,(509) 623-0422,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510001,WEST VIRGINIA UNIVERSITY HOSPITALS,1 MEDICAL CENTER DRIVE,MORGANTOWN,WV,26506,Monongalia,(304) 598-4200,0,516,14.8,7/1/17,12/1/19,516,14.8,506,9.8,469,38.7,990,16.5,378,12.4,378,5.7,707,1,516,15.8,225,12,320,20.4,506,22.4,327,4.2,2504,16.1,469,17.2
510002,GREENBRIER VALLEY MEDICAL CENTER,1320 MAPLEWOOD AVENUE,RONCEVERTE,WV,24970,Greenbrier,(304) 647-4411,1,0,0,7/1/17,12/1/19,0,0,160,42.6,431,-4.1,718,16,0,0,0,0,348,1.2,0,0,0,0,126,20.2,160,22.7,41,3.7,428,15.9,431,16.1
510006,UNITED HOSPITAL CENTER,327 MEDICAL PARK DRIVE,BRIDGEPORT,WV,26330,Harrison,(681) 342-1000,1,335,53.3,7/1/17,12/1/19,335,53.3,472,18.9,573,9.5,2427,15.3,340,12,340,7.1,694,0.9,335,16.7,0,0,399,17.5,472,22.2,443,3.4,1372,16.1,573,17.9
510007,ST MARY'S MEDICAL CENTER,2900 1ST AVENUE,HUNTINGTON,WV,25702,Cabell,(304) 526-1234,1,535,18.4,7/1/17,12/1/19,535,18.4,629,20.2,547,24.7,569,19.7,110,10.6,110,5.7,741,0.9,535,16.3,311,11.8,569,19.9,629,22,352,3.4,1755,15.5,547,16.6
510008,BERKELEY MEDICAL CENTER,2500 HOSPITAL DRIVE,MARTINSBURG,WV,25401,Berkeley,(304) 264-1000,0,125,-8.3,7/1/17,12/1/19,125,-8.3,346,15.9,295,-7.8,941,19.6,114,10.3,114,7,280,1.3,125,15.6,0,0,384,18.2,346,22.1,188,3.6,855,14.9,295,16.7
510012,PLEASANT VALLEY HOSPITAL,2520 VALLEY DRIVE,POINT PLEASANT,WV,25550,Mason,(304) 675-4340,1,0,0,7/1/17,12/1/19,0,0,105,24.1,162,-14.6,191,19.2,30,11.5,30,8.1,54,1,0,0,0,0,79,19.5,105,22.9,33,3.7,139,16,162,16.8
510013,REYNOLDS MEMORIAL HOSPITAL,800 WHEELING AVE,GLEN DALE,WV,26038,Marshall,(304) 843-3230,1,0,0,7/1/17,12/1/19,0,0,88,13.7,147,-16.4,153,15.7,44,12.7,44,10.7,102,1.3,0,0,0,0,66,19.4,88,23,46,4.1,204,15.8,147,17.1
510022,CHARLESTON AREA MEDICAL CENTER,501 MORRIS STREET,CHARLESTON,WV,25301,Kanawha,(304) 388-5432,0,943,7.6,7/1/17,12/1/19,943,7.6,1076,22.1,945,42.1,870,16,483,15.5,483,5.9,1200,0.8,943,15,325,15.3,653,20.5,1076,23.2,527,2.9,3043,16.2,945,17.4
510023,WEIRTON MEDICAL CENTER,601 COLLIERS WAY,WEIRTON,WV,26062,Hancock,(304) 797-6000,0,91,-17.5,7/1/17,12/1/19,91,-17.5,336,-37.3,475,-16.7,841,16.3,59,11.8,59,6,407,1.6,91,15.6,0,0,286,20.4,336,20,62,4,759,15.6,475,15.9
510024,MON HEALTH MEDICAL CENTER,1200 JD ANDERSON DRIVE,MORGANTOWN,WV,26505,Monongalia,(304) 598-1200,0,301,-4.3,7/1/17,12/1/19,301,-4.3,321,38.7,215,0.7,1763,16.1,150,11,150,4.9,407,0.9,301,15.3,96,12.9,190,18.9,321,23.9,334,4,868,16.4,215,15.8
510029,THOMAS MEMORIAL HOSPITAL,4605 MACCORKLE AVENUE SW,SOUTH CHARLESTON,WV,25309,Kanawha,(304) 766-3600,0,63,-10.4,7/1/17,12/1/19,63,-10.4,290,29.8,292,49.9,1386,15.1,115,13.6,115,6.4,311,0.8,63,15.1,0,0,318,20,290,22.9,318,4.3,746,16.1,292,17.5
51002F,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,BECKLEY,WV,25801,Raleigh,(304) 255-2121,1,0,0,7/1/17,12/1/19,0,0,157,-6.1,292,-9.4,0,0,0,0,0,0,0,0,0,0,0,0,241,23,157,23.8,0,0,286,15.9,292,18.1
510030,DAVIS MEDICAL CENTER,812 GORMAN AVENUE,ELKINS,WV,26241,Randolph,(304) 636-3300,0,35,-20.2,7/1/17,12/1/19,35,-20.2,145,5.9,207,-5.6,583,19.1,107,10.9,107,9.7,184,1.3,35,16.6,0,0,126,19.6,145,22.5,79,3.5,297,15.5,207,15.9
510031,ST FRANCIS HOSPITAL,333 LAIDLEY ST,CHARLESTON,WV,25301,Kanawha,(304) 347-6500,1,0,0,7/1/17,12/1/19,0,0,0,0,0,0,508,16.3,0,0,0,0,136,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510038,STONEWALL JACKSON MEMORIAL HOSPITAL,230 HOSPITAL PLAZA,WESTON,WV,26452,Lewis,(304) 269-8080,1,0,0,7/1/17,12/1/19,0,0,65,-10.6,149,21.9,145,17.2,0,0,0,0,68,1.1,0,0,0,0,115,20.3,65,22.7,110,3.3,155,15.8,149,18.8
510039,OHIO VALLEY MEDICAL CENTER,2000 EOFF STREET,WHEELING,WV,26003,Ohio,(304) 234-0123,1,0,0,7/1/17,12/1/19,0,0,82,12.8,81,14.6,315,16.6,40,10.1,40,9.2,0,0,0,0,0,0,107,20.1,82,23.1,65,4.1,58,15.4,81,16
51003F,CLARKSBURG VA MEDICAL CENTER,1 MEDICAL CENTER DRIVE,CLARKSBURG,WV,26301,Harrison,(304) 623-3461,0,27,9.5,7/1/17,12/1/19,27,9.5,269,12.3,385,-1.3,0,0,0,0,0,0,0,0,27,16.3,0,0,269,18.5,269,25.6,61,3.6,630,16.3,385,17.5
510046,PRINCETON COMMUNITY HOSPITAL,122 12TH STREET,PRINCETON,WV,24740,Mercer,(304) 487-7260,0,27,30.8,7/1/17,12/1/19,27,30.8,263,30.3,364,19.8,848,16.1,98,13.6,98,5.4,339,1,27,15.7,0,0,251,21.4,263,24.7,333,5,641,16.8,364,18.1
510047,FAIRMONT REGIONAL MEDICAL CENTER,1325 LOCUST AVENUE,FAIRMONT,WV,26554,Marion,(304) 367-7100,0,29,23.9,7/1/17,12/1/19,29,23.9,186,6.4,167,6.5,344,18.1,0,0,0,0,36,1,29,16.2,0,0,109,18.4,186,22.8,0,0,178,15.1,167,16.6
510048,LOGAN REGIONAL MEDICAL CENTER,20 HOSPITAL DRIVE,LOGAN,WV,25601,Logan,(304) 831-1101,1,0,0,7/1/17,12/1/19,0,0,201,20.5,241,12.9,632,15.1,38,12.3,38,6.4,59,1.2,0,0,0,0,360,20.7,201,22.3,0,0,345,15.8,241,16.9
51004F,HUNTINGTON VA MEDICAL CENTER,1540 SPRING VALLEY ROAD,HUNTINGTON,WV,25704,Wayne,(304) 429-0241,1,0,0,7/1/17,12/1/19,0,0,414,-1.5,318,11.6,0,0,0,0,0,0,0,0,0,0,0,0,364,21.7,414,25.5,117,4.7,794,16.2,318,19.4
510050,WHEELING HOSPITAL,1 MEDICAL PARK,WHEELING,WV,26003,Ohio,(304) 243-3000,0,311,13.1,7/1/17,12/1/19,311,13.1,383,52,481,54,1487,14.4,279,13,279,5.8,659,1.2,311,16.7,89,14.8,279,20.3,383,22.9,156,3.6,1124,16,481,20.6
510055,CABELL HUNTINGTON HOSPITAL INC,1340 HAL GREER BOULEVARD,HUNTINGTON,WV,25701,Cabell,(304) 526-2192,0,38,-17,7/1/17,12/1/19,38,-17,184,33.8,271,53.8,942,17,284,13.8,284,7.9,419,1.2,38,15.7,0,0,346,18.6,184,22.2,365,3.8,805,15,271,17.6
510058,CAMDEN CLARK MEDICAL CENTER,800 GARFIELD AVE,PARKERSBURG,WV,26101,Wood,(304) 424-2111,0,292,1.6,7/1/17,12/1/19,292,1.6,751,22.6,728,8.5,1013,16.4,136,15.7,136,5.5,403,0.9,292,15.5,61,13.3,395,19.7,751,22.6,201,3.7,1592,16.6,728,17
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,Berkeley,(304) 263-0811,1,37,86.7,7/1/17,12/1/19,37,86.7,256,26.8,318,-15.9,0,0,0,0,0,0,0,0,37,15.7,0,0,234,21.4,256,24.6,150,4.3,633,16.1,318,16.2
